"User/Org","Display Name","Account Type","Followers","Public Repos","Affected Repos","Repo Count","GitHub URL"
"Mohammed-Zain-ul-Hassan","Zain Hassan ","User","11","33","Mohammed-Zain-ul-Hassan/AI_COURSE_PROJECT; Mohammed-Zain-ul-Hassan/Catalog-Property-AI; Mohammed-Zain-ul-Hassan/career-finder; Mohammed-Zain-ul-Hassan/intellidocs; Mohammed-Zain-ul-Hassan/multi-tenant-payload; Mohammed-Zain-ul-Hassan/weather-fetch","6","https://github.com/Mohammed-Zain-ul-Hassan"
"naseemkhandev","Naseem Khan ","User","24","45","naseemkhandev/clash-app; naseemkhandev/ecommerce-frontend; naseemkhandev/fullstack-ecommerce-store; naseemkhandev/genius-ai-model; naseemkhandev/nextjs_nft; naseemkhandev/nft-react","6","https://github.com/naseemkhandev"
"SamsonGulma","ligureDan ","User","49","49","SamsonGulma/Figma-Clone_Next; SamsonGulma/NextJS-mini_weather_station_prototype-arduino; SamsonGulma/Personalized_Video-Procedural_animation-batch_processing; SamsonGulma/Practical-Interview_Platform-NextJS-gemini_ai; SamsonGulma/Scan_4Your_Laptop; SamsonGulma/sa-m-press-interface","6","https://github.com/SamsonGulma"
"talhabilal-dev","Muhammad Talha Bilal ","User","0","22","talhabilal-dev/ai_interview; talhabilal-dev/blog; talhabilal-dev/create-node-spark; talhabilal-dev/devnest-frontend; talhabilal-dev/postify; talhabilal-dev/tickmate-app","6","https://github.com/talhabilal-dev"
"TerraDharitri","Dharitri ","Organization","11","216","TerraDharitri/drt-dune-analytics-service; TerraDharitri/drt-lite-extras-service; TerraDharitri/drt-sdk-dapp-core-ui; TerraDharitri/drt-template-service; TerraDharitri/drt-workflow-rerun-on-comment; TerraDharitri/x402","6","https://github.com/TerraDharitri"
"uzumaki-ak","Anikesh kumar  ","User","5","121","uzumaki-ak/-Reframe; uzumaki-ak/-anime-lens; uzumaki-ak/assignmnt-moksh; uzumaki-ak/digisys-assign; uzumaki-ak/kaamly; uzumaki-ak/necxis-asign","6","https://github.com/uzumaki-ak"
"8ad40n","Badhon Nath Joy ","User","21","52","8ad40n/JobNest; 8ad40n/Quiz-app; 8ad40n/RMS_Assessment; 8ad40n/Redux-Reaper-with-RTK-Query; 8ad40n/nest-prisma","5","https://github.com/8ad40n"
"abukowsar","Engr Abu Kowsar ","User","2","21","abukowsar/Bangla-AI; abukowsar/RCPP-2; abukowsar/abukowsarnew; abukowsar/bedc; abukowsar/personal-web-new","5","https://github.com/abukowsar"
"AkshitBhandariCodes","Akshit Bhandari ","User","11","34","AkshitBhandariCodes/HackoRelay-1; AkshitBhandariCodes/SchoolDemoTemplate; AkshitBhandariCodes/SnipWise-Extension; AkshitBhandariCodes/Tourex-Client; AkshitBhandariCodes/school","5","https://github.com/AkshitBhandariCodes"
"alaminrifat","Muhammad Al Amin Rifat ","User","16","75","alaminrifat/bulk-image-gen; alaminrifat/company-portfolio; alaminrifat/nestjs-ecom; alaminrifat/smart-inventory; alaminrifat/treecn","5","https://github.com/alaminrifat"
"Ali7040","Ali Haider ","User","94","72","Ali7040/AutoClarity; Ali7040/MentoraX-backend; Ali7040/TaskFlow; Ali7040/financeLandingpages; Ali7040/my-dashboard-app","5","https://github.com/Ali7040"
"cyhammad","Muhammad Hammad ","User","2","45","cyhammad/cdl-token; cyhammad/repair-home-center; cyhammad/repair-site; cyhammad/repair-site-3; cyhammad/wide-home-uae-repairs","5","https://github.com/cyhammad"
"ecc97","Edwin Carmona ","User","15","64","ecc97/cobra-tu; ecc97/country-dashboard-exam; ecc97/hostalia; ecc97/portafolio; ecc97/portfolio-eccw","5","https://github.com/ecc97"
"Goutam245","Goutam Roy ","User","5","236","Goutam245/AI-Agent; Goutam245/Dual-E-commerce-Site-; Goutam245/My-Simple-AI-Agent; Goutam245/Personal-Portfolio; Goutam245/shopify","5","https://github.com/Goutam245"
"HassanAbbas10","Hassan Abbas ","User","23","55","HassanAbbas10/MERN-Ecommerce; HassanAbbas10/Nature; HassanAbbas10/Portfolio; HassanAbbas10/RRTS-BoilerPlateTS; HassanAbbas10/Sentrius","5","https://github.com/HassanAbbas10"
"hngprojects","HNG Tech ","Organization","301","108","hngprojects/backend-nestjs-starter; hngprojects/hng-sdk; hngprojects/nextjs-starter; hngprojects/reconcile-ai-fe; hngprojects/social_badge_fe","5","https://github.com/hngprojects"
"hoangnv170752","Akashi  ","User","59","148","hoangnv170752/Mushroom-Hotpot; hoangnv170752/ai-timekeeper; hoangnv170752/apollo-search; hoangnv170752/next-ralforum; hoangnv170752/sci-cast","5","https://github.com/hoangnv170752"
"huzzy12","M Huzaifa Madni ","User","1","24","huzzy12/Andrew-Wilkinson-AI; huzzy12/Zauf-Labs-Test; huzzy12/ai-survey-app; huzzy12/sporthub-h; huzzy12/timetamer-landing","5","https://github.com/huzzy12"
"igudy","igudy ","User","41","111","igudy/AuraApparel; igudy/GoogleAuthReactNative; igudy/SoftGlow; igudy/igudy-react-portfolio-2022; igudy/shopiverse","5","https://github.com/igudy"
"Jamil255","JAMIL AFZAL ","User","17","93","Jamil255/LMS; Jamil255/NestJs-template; Jamil255/NodeJs-Template; Jamil255/WhatsApp_saas; Jamil255/quotation-system-web","5","https://github.com/Jamil255"
"joy-sarkar-swe","JOY SARKAR ","User","30","153","joy-sarkar-swe/airbnb-assistant-nextjs; joy-sarkar-swe/express-prisma-ts-app-boilerplate; joy-sarkar-swe/fomc-frontend; joy-sarkar-swe/nestjs-microservices-kafka-apollo-kong; joy-sarkar-swe/next-intl-nextauth","5","https://github.com/joy-sarkar-swe"
"kanchana404","Kavitha Kanchana ","User","34","98","kanchana404/Brainwave; kanchana404/Cypress; kanchana404/Openai-sdk-chatApp; kanchana404/offset-dashboard-new-feature-test; kanchana404/xora","5","https://github.com/kanchana404"
"MayDan12","Oluwanimotele Mayowa Daniel ","User","22","56","MayDan12/Revival-Glow; MayDan12/TACC; MayDan12/maydan.dev; MayDan12/oniru-business; MayDan12/tax_mate","5","https://github.com/MayDan12"
"mdemong87","Md Emon Hossen ","User","2","89","mdemong87/chefifai-update-; mdemong87/cherifai; mdemong87/compliance-tracking; mdemong87/gulf-coast; mdemong87/hrms","5","https://github.com/mdemong87"
"monirhabderabby","Monir Hossain ","User","20","157","monirhabderabby/EduMentor; monirhabderabby/armaitoly-dashboard; monirhabderabby/boxt; monirhabderabby/budget-tracker; monirhabderabby/pacific-rim-fusion","5","https://github.com/monirhabderabby"
"MUmerch641","Umer Choudhry ","User","1","76","MUmerch641/Esabal-Massage; MUmerch641/HimsPortfolio; MUmerch641/PDF-Unloacker-app; MUmerch641/Portfolio-me; MUmerch641/upward-marketing","5","https://github.com/MUmerch641"
"Nbruchi","Bruce NKUNDABAGENZI ","User","4","111","Nbruchi/esoko-frontend; Nbruchi/marketplace; Nbruchi/store-it; Nbruchi/system; Nbruchi/taskmaster","5","https://github.com/Nbruchi"
"owaisrafiq05","Owais Rafiq ","User","49","85","owaisrafiq05/Customer-Support-Frontend; owaisrafiq05/FastGram-Backend; owaisrafiq05/FastGram-Frontend; owaisrafiq05/IBA-Probattle-Backend; owaisrafiq05/SyncScript-Hackfest-Backend","5","https://github.com/owaisrafiq05"
"PaccyC","Pacifique ","User","13","111","PaccyC/ai-powered-chatbot; PaccyC/banking-system-springboot-microservices-kafka-zipkin; PaccyC/ecommerce-app; PaccyC/nextjs-issue-tracker-app; PaccyC/socialmedia-app-react-appwrite-react-query","5","https://github.com/PaccyC"
"Romicha935","Romicha Parvin ","User","0","58","Romicha935/assignment-zetta-byte-dashboard; Romicha935/japan-bd-connect; Romicha935/next-js-learning; Romicha935/shopNext; Romicha935/space-platform","5","https://github.com/Romicha935"
"shaikot07","Saiful Islam Shaikot ","User","16","99","shaikot07/BasaKhuji-next-client; shaikot07/Next-js-My-Custom-Starter-pack-client; shaikot07/next-js-custom-auth-client; shaikot07/shaikot-portfolio-next; shaikot07/the-dragon-news-use-next","5","https://github.com/shaikot07"
"Shariarhosain","Md. Shariar Hosain Sanny ","User","10","46","Shariarhosain/BatteryQK-Backend; Shariarhosain/Batteryqk; Shariarhosain/Community-Based-Recycling-Tracker-citizen; Shariarhosain/ibracks_backend; Shariarhosain/myledger","5","https://github.com/Shariarhosain"
"SyedHassamJan","Syed Hassam Jan ","User","2","26","SyedHassamJan/CrudAuthAppNext; SyedHassamJan/NexusStartupNext; SyedHassamJan/SleepTracker; SyedHassamJan/VanLockWebsite; SyedHassamJan/sleep-trackerNext","5","https://github.com/SyedHassamJan"
"theanuragg","Anurag Singh ","User","27","106","theanuragg/AI-chat; theanuragg/Data-Alchemist; theanuragg/Relayer; theanuragg/UPtime-monitoring; theanuragg/telexcoin","5","https://github.com/theanuragg"
"vishuRizz","vishu pratap ","User","12","90","vishuRizz/Daksh-Mahila-Vidyapeeth; vishuRizz/emailing-automation-saas; vishuRizz/java-project-repo; vishuRizz/vishuml-docs; vishuRizz/vstp-docs","5","https://github.com/vishuRizz"
"Zentaurios","Webb3Fitty ","User","25","20","Zentaurios/app-store; Zentaurios/basedchats; Zentaurios/blinky; Zentaurios/citizenly-mvp; Zentaurios/degenesismint","5","https://github.com/Zentaurios"
"1mansri","Durgesh Kumar ","User","5","23","1mansri/1mansri-e-commerce-product-catalog; 1mansri/Subhag-OpenOA-Assignment; 1mansri/WhisperBox; 1mansri/musixnext","4","https://github.com/1mansri"
"AbdulRehman938","Abdul Rehman ","User","3","37","AbdulRehman938/CIM-Amplify-frontend; AbdulRehman938/dice_game; AbdulRehman938/next-app; AbdulRehman938/tts","4","https://github.com/AbdulRehman938"
"ahmadali507","Ahmad Ali ","User","11","24","ahmadali507/CARTX; ahmadali507/Chatterz; ahmadali507/Shocodoc; ahmadali507/Tax-Lens","4","https://github.com/ahmadali507"
"akashstwt"," ","User","1","38","akashstwt/demo_component; akashstwt/onboarding-ai; akashstwt/open-operator-main; akashstwt/state_manag","4","https://github.com/akashstwt"
"alexvirdee","Alex Virdee ","User","13","79","alexvirdee/avcf-v3; alexvirdee/claudia; alexvirdee/divex-v2; alexvirdee/sprout","4","https://github.com/alexvirdee"
"ali44ashhad"," ","User","0","53","ali44ashhad/Doc-dent; ali44ashhad/contractror-frontend; ali44ashhad/gold-transaction-frontend; ali44ashhad/pharma-prospective-site","4","https://github.com/ali44ashhad"
"Anas660","Syed Anas ","User","1","16","Anas660/3D-Gaussian-Splat; Anas660/bookunicode; Anas660/docs; Anas660/shamilaurdu-scrapper","4","https://github.com/Anas660"
"Asad-Saeed","Asad Saeed ","User","3","64","Asad-Saeed/Sasaek; Asad-Saeed/Splitify; Asad-Saeed/nest-fundamentals; Asad-Saeed/stripe-test-client","4","https://github.com/Asad-Saeed"
"ashrafulhossain1","Ashraful Hossain ","User","9","88","ashrafulhossain1/coffee-store-server; ashrafulhossain1/js-loop; ashrafulhossain1/js-problem.-part2.js; ashrafulhossain1/users-managment-server","4","https://github.com/ashrafulhossain1"
"asimrasheed533","Asim Rasheed ","User","10","18","asimrasheed533/Signature-web; asimrasheed533/book-store; asimrasheed533/fastly-repair; asimrasheed533/food-dashboard","4","https://github.com/asimrasheed533"
"Ateeq1997","Ateeq ur Rehman ","User","0","57","Ateeq1997/NovaHire-ATS; Ateeq1997/RDS-website; Ateeq1997/SharixsPOS; Ateeq1997/Sheet-Metal-design","4","https://github.com/Ateeq1997"
"azimuddin2","MD. AZIM UDDIN ","User","1","100","azimuddin2/nextmart-frontend; azimuddin2/secondhand-marketplace-backend; azimuddin2/stationery-shop-backend; azimuddin2/university-management-backend","4","https://github.com/azimuddin2"
"Bodemola123","Benjamin ","User","3","32","Bodemola123/Admin-Dashboard; Bodemola123/Portfolio; Bodemola123/Voyex-landing; Bodemola123/voyex-app","4","https://github.com/Bodemola123"
"C3Techie","CHRISTIAN CHIBUZOR CHIBUIKE ","User","4","80","C3Techie/C3TECHIE-AUDIOPHILE-ECOMMERCE; C3Techie/c3techie-habit-tracker-pwa; C3Techie/micro-service-notification-system; C3Techie/profile-classification-insighta-portal","4","https://github.com/C3Techie"
"CloudTechy","Onyekelu (Chuks) Chukwuebuka ","User","12","62","CloudTechy/GreenCycle; CloudTechy/acctrenewal; CloudTechy/spacehub-digital-academy; CloudTechy/stockmanager-frontend","4","https://github.com/CloudTechy"
"Dawit212119","Dawit Workye ","User","4","67","Dawit212119/Consultancy; Dawit212119/LMS; Dawit212119/X-clone; Dawit212119/portfolio","4","https://github.com/Dawit212119"
"devxankit","Ankit Ahirwar  ","User","1","22","devxankit/Appzeto; devxankit/Appzeto-multi-vendor; devxankit/dealing-india; devxankit/neargud","4","https://github.com/devxankit"
"FayazK","Fayaz Khan ","User","20","198","FayazK/Pixelflow; FayazK/StoryMagic; FayazK/Studio-Next; FayazK/UniChat-AI","4","https://github.com/FayazK"
"FuadTalukder85","Fuad Talukder ","User","62","31","FuadTalukder85/digital_store; FuadTalukder85/ird-foundation; FuadTalukder85/real-estate; FuadTalukder85/vogal","4","https://github.com/FuadTalukder85"
"gyanshupathak","Gyanshu Pathak ","User","5","27","gyanshupathak/DEX; gyanshupathak/Oasis; gyanshupathak/SolVest; gyanshupathak/TFT-Battle","4","https://github.com/gyanshupathak"
"iftykhar","Iftykhar-alam  ","User","25","77","iftykhar/invoicemaker; iftykhar/khaboDhaka; iftykhar/memory-match; iftykhar/sum-dim-sum","4","https://github.com/iftykhar"
"ihtishamm","Ihtisham Hassan ","User","7","30","ihtishamm/ChatApp-frontend; ihtishamm/Nestjs-CRUD; ihtishamm/React-Dashboard; ihtishamm/w-trades-prototype","4","https://github.com/ihtishamm"
"JeanCharlesMEILLAND","Jean-Charles  ","User","2","16","JeanCharlesMEILLAND/bob-invitation; JeanCharlesMEILLAND/dashboard-bob; JeanCharlesMEILLAND/kadeco-strapi; JeanCharlesMEILLAND/new-bob","4","https://github.com/JeanCharlesMEILLAND"
"KaranChouhan018","Karan Chouhan ","User","12","66","KaranChouhan018/arxino; KaranChouhan018/dentsi; KaranChouhan018/karan2; KaranChouhan018/todo","4","https://github.com/KaranChouhan018"
"lamdan0901","Anderson Ho ","User","3","50","lamdan0901/CV; lamdan0901/YouTube-Playlist-Pulse; lamdan0901/basedict-fe; lamdan0901/simple-audio-editor","4","https://github.com/lamdan0901"
"maniksarker25","Manik Sarker ","User","32","129","maniksarker25/physics-education-website; maniksarker25/practice-problems; maniksarker25/prisma-postgre-backend; maniksarker25/python-oop-projects","4","https://github.com/maniksarker25"
"MohitKumawat74","Mohit Kumawat ","User","0","12","MohitKumawat74/Next-js-Portfolio; MohitKumawat74/Pie-Fitness-Backend; MohitKumawat74/Portify-Frontend; MohitKumawat74/Proposal","4","https://github.com/MohitKumawat74"
"okp980","Emmanuel Okpunor ","User","15","85","okp980/dashboard; okp980/monorepo; okp980/nextdaysite-frontend; okp980/portfolio-site","4","https://github.com/okp980"
"prudywn","Prudence  ","User","5","41","prudywn/capstone; prudywn/devTownPython; prudywn/directed-upskilling; prudywn/weather-data-project-yt","4","https://github.com/prudywn"
"RAMADAN-MAHDY"," ","User","2","68","RAMADAN-MAHDY/-Warehouse-management-system-for-an-office-said2-frontend; RAMADAN-MAHDY/affiliate_api; RAMADAN-MAHDY/ai-Agent-By-Node; RAMADAN-MAHDY/down-syndrome-Api","4","https://github.com/RAMADAN-MAHDY"
"ShafiqUllah2233","Shafiq Ullah Khan ","User","1","24","ShafiqUllah2233/Module-08; ShafiqUllah2233/Resume-AI---Smart-Resume-Builder-with-AI-Suggestions; ShafiqUllah2233/ZoomMeeting; ShafiqUllah2233/developer","4","https://github.com/ShafiqUllah2233"
"shahriyardx","Md Shahriyar Alam ","User","49","120","shahriyardx/json-hub; shahriyardx/marketing-agent; shahriyardx/phorum; shahriyardx/portfolio-builder","4","https://github.com/shahriyardx"
"Shakilofficial","Md Shakil Hossain ","User","11","110","Shakilofficial/authentication-app; Shakilofficial/nextmart-client; Shakilofficial/nosql-backend-brainiac; Shakilofficial/portfolio-client","4","https://github.com/Shakilofficial"
"slackneveda","Noor Ahmed ","User","0","13","slackneveda/Sweet-Dreams; slackneveda/glamour-bloom; slackneveda/sweet-escape-dessert; slackneveda/v0-iacofanos-catering-portal","4","https://github.com/slackneveda"
"sudais-khan12","Sudais Khan ","User","3","35","sudais-khan12/LMS; sudais-khan12/OS-Algorithms; sudais-khan12/netlify-feature-tour; sudais-khan12/notebook","4","https://github.com/sudais-khan12"
"TemuriTsutskiridze","Temuri Tsutskiridze ","User","36","180","TemuriTsutskiridze/Android-Studio-Finals; TemuriTsutskiridze/React-Final; TemuriTsutskiridze/currency-convertor-backend; TemuriTsutskiridze/winter-react-2024w-next.js-week1-seminar1","4","https://github.com/TemuriTsutskiridze"
"th3hero","Alok Kumar ","User","6","12","th3hero/express-storage; th3hero/nodejs-boilerplate; th3hero/pixis.ai; th3hero/strip-board","4","https://github.com/th3hero"
"vkrms","Pavel Maliuk ","User","6","47","vkrms/astro-bookworm; vkrms/flocoin-dashboard; vkrms/landing-b; vkrms/sb1-k7fs48xr","4","https://github.com/vkrms"
"Yusadolat","Yusuf Adeyemo ","User","94","131","Yusadolat/investpronto; Yusadolat/learn-devops-by-doing; Yusadolat/my-nextjs-app; Yusadolat/yusadolat.me","4","https://github.com/Yusadolat"
"0rirobin0","Robin ","User","14","44","0rirobin0/face_recognition_cv; 0rirobin0/icerie_2025; 0rirobin0/sacred_forum","3","https://github.com/0rirobin0"
"17ishan"," ","User","4","36","17ishan/bank-management-system-java; 17ishan/my-portfolio-; 17ishan/specs-at-home-2-","3","https://github.com/17ishan"
"Abhinav-Malik-154","Abhinav Malik ","User","5","40","Abhinav-Malik-154/forgekit; Abhinav-Malik-154/ml; Abhinav-Malik-154/nexus","3","https://github.com/Abhinav-Malik-154"
"abhishekc2005","Abhishek Choudhary ","User","12","58","abhishekc2005/bitlinks; abhishekc2005/bittree; abhishekc2005/ye","3","https://github.com/abhishekc2005"
"abrarkhalidofficial","M Abrar Khalid ","User","11","68","abrarkhalidofficial/Aigronpages; abrarkhalidofficial/Videoplayer; abrarkhalidofficial/holidaycountry","3","https://github.com/abrarkhalidofficial"
"ahfoysal","Abu Hossain Foysal ","User","26","192","ahfoysal/Flight-Expert-Clone; ahfoysal/Luxify-Client-Code-MERN; ahfoysal/event-management-react","3","https://github.com/ahfoysal"
"AI-coderss","DSAH CODE REPO ","User","1","28","AI-coderss/AI_Doctor_Assistant; AI-coderss/AI_meeting_Assistant; AI-coderss/MedicalTranscription_Version2","3","https://github.com/AI-coderss"
"AkshBahl"," ","User","1","22","AkshBahl/ai---chat; AkshBahl/ai--joe; AkshBahl/ai-assistant-development","3","https://github.com/AkshBahl"
"alimazhar4","Ali Mazhar ","User","8","17","alimazhar4/crypto-swap-and-bridge-dapp; alimazhar4/kanban-demo; alimazhar4/text-to-qr-converter","3","https://github.com/alimazhar4"
"aman091299","Aman Singh ","User","0","53","aman091299/Ecommerce_backend; aman091299/Ecommerce_frontend; aman091299/My-youtube","3","https://github.com/aman091299"
"Ameer-Hamza289","Ameer Hamza ","User","34","74","Ameer-Hamza289/AI_Rate_My_Professor; Ameer-Hamza289/micro-frontend; Ameer-Hamza289/test-auth_backend_vercel","3","https://github.com/Ameer-Hamza289"
"AnithaUwi"," ","User","2","52","AnithaUwi/DEVSLAB_inventory-s_system; AnithaUwi/full-potfolio; AnithaUwi/pulse_monitor","3","https://github.com/AnithaUwi"
"Anonymous-hss","Harshal Sawatkar ","User","19","92","Anonymous-hss/astra.ai; Anonymous-hss/next-auth; Anonymous-hss/next-ssr","3","https://github.com/Anonymous-hss"
"ARMANANS1218","ARMAN ANSARI ","User","9","73","ARMANANS1218/Friend-app; ARMANANS1218/KANBAN-NEXT-APP; ARMANANS1218/hirrd-job-portal","3","https://github.com/ARMANANS1218"
"arsalanmughal23","Arsalan Mughal ","User","7","47","arsalanmughal23/giaic_q2_nextjs_assignment1; arsalanmughal23/mynextjsapp; arsalanmughal23/shadcn_project","3","https://github.com/arsalanmughal23"
"Awais-web636","Muhammad Awais ","User","2","33","Awais-web636/Codecrafter-Hub-Task-3; Awais-web636/DEN_Task_3; Awais-web636/web-development-course","3","https://github.com/Awais-web636"
"Bonheur-Christian","Bonheur ","User","30","55","Bonheur-Christian/Portfolio; Bonheur-Christian/e-record; Bonheur-Christian/sertifier","3","https://github.com/Bonheur-Christian"
"C0kke","Jorge Ignacio Bustos Álvarez ","User","10","33","C0kke/EjemploNext; C0kke/PG-AZURALIS; C0kke/drive_clon","3","https://github.com/C0kke"
"charleschyna"," ","User","6","65","charleschyna/MoveSmartKe; charleschyna/New-folder; charleschyna/smarttrafic","3","https://github.com/charleschyna"
"costa-tech","Himsara De Costa ","User","2","16","costa-tech/Codveda-Task-2-3; costa-tech/LMS-BACKEND; costa-tech/Login-Page","3","https://github.com/costa-tech"
"CyberMarinesTeam"," ","Organization","6","6","CyberMarinesTeam/umurava_challenge_frontend; CyberMarinesTeam/vulnerability_backend; CyberMarinesTeam/vulnerability_checker","3","https://github.com/CyberMarinesTeam"
"cynos28","Cynos28 ","User","4","19","cynos28/Corebridge; cynos28/GMDashboard; cynos28/ganithamithura","3","https://github.com/cynos28"
"DanteIturri","Dante ","User","5","33","DanteIturri/astro-mockup-prestamo; DanteIturri/blog-tutorial; DanteIturri/ecommerce-astro","3","https://github.com/DanteIturri"
"debanjo31","Adebanjo Israel ","User","30","68","debanjo31/innovation-consulting; debanjo31/novacrust-lab; debanjo31/shekina-family","3","https://github.com/debanjo31"
"DevAdeelAhmad","Adeel Ahmad ","User","75","71","DevAdeelAhmad/crypto-chain; DevAdeelAhmad/fullstack-flask; DevAdeelAhmad/next-payload","3","https://github.com/DevAdeelAhmad"
"devvMuhammad","Muhammad Amjad ","User","19","37","devvMuhammad/codesmash-server; devvMuhammad/eeg-project; devvMuhammad/ppe-detection-and-dimension-measurement","3","https://github.com/devvMuhammad"
"DevWizardHQ","DevWizard ","Organization","9","16","DevWizardHQ/laravel-localizer-react; DevWizardHQ/laravel-localizer-vue; DevWizardHQ/laravel-react-permissions","3","https://github.com/DevWizardHQ"
"elghanbibadr"," ","User","7","139","elghanbibadr/aliservicesv2; elghanbibadr/echoai; elghanbibadr/solarmatch","3","https://github.com/elghanbibadr"
"elvisowusu","Owusu, Elvis Gyasi ","User","3","29","elvisowusu/dd-tech; elvisowusu/foinda; elvisowusu/typeresKewa","3","https://github.com/elvisowusu"
"Emam-Bokhari","Moshfiqur Rahman ","User","13","170","Emam-Bokhari/ReSellBD-Client-; Emam-Bokhari/ReSellBD-Server; Emam-Bokhari/Task-Management-Frontend_Softvence","3","https://github.com/Emam-Bokhari"
"Emmanuelombaye"," ","User","0","54","Emmanuelombaye/RentalSystem; Emmanuelombaye/alexiantwebsite; Emmanuelombaye/engineer-ombaye","3","https://github.com/Emmanuelombaye"
"fahadali503","Fahad Ali ","User","2","25","fahadali503/FitPro-Gym; fahadali503/nestjs-nextjs-starter; fahadali503/react-email-templates","3","https://github.com/fahadali503"
"Faitorxd","Walter Yesid Otero  ","User","1","22","Faitorxd/Dashboard_clima; Faitorxd/Despacha-; Faitorxd/pos_ferreteria","3","https://github.com/Faitorxd"
"Farazkhanbwn","Faraz Khan  ","User","4","56","Farazkhanbwn/MUI-NextJS-Project-Design; Farazkhanbwn/Todo-App-With-Authentication; Farazkhanbwn/requit-green-lime-lemonet","3","https://github.com/Farazkhanbwn"
"fariskt"," ","User","11","33","fariskt/Portfolio; fariskt/faskum-task; fariskt/zynk-client","3","https://github.com/fariskt"
"gocharli"," ","User","0","5","gocharli/ahsanTasks; gocharli/aqibtasksTEMP; gocharli/atifTask","3","https://github.com/gocharli"
"Harshitpahuja20","Harshit-pahuja-20 ","User","3","24","Harshitpahuja20/play; Harshitpahuja20/study; Harshitpahuja20/studyBack","3","https://github.com/Harshitpahuja20"
"HimanshuJain04","Himanshu ","User","49","62","HimanshuJain04/RouteToReach-portfolio; HimanshuJain04/WalletWhisper; HimanshuJain04/portfolio-2.0","3","https://github.com/HimanshuJain04"
"Imtiajrex","Imtiaj Bin Aoual ","User","8","78","Imtiajrex/atomiclelabs; Imtiajrex/imtiajfolio; Imtiajrex/tiles","3","https://github.com/Imtiajrex"
"ishivamgaur","Shivam Gaur ","User","29","34","ishivamgaur/BookStore-Application; ishivamgaur/Divyanth-Ayurveda; ishivamgaur/eTab-redesign","3","https://github.com/ishivamgaur"
"JasmondWorks","Obafemi Olorede ","User","5","63","JasmondWorks/Raffle-Draw; JasmondWorks/Real-Wealth-Electrics; JasmondWorks/hng-backend-2026","3","https://github.com/JasmondWorks"
"jimmyjulio007","DevNoob ","User","6","26","jimmyjulio007/julio-portfolio; jimmyjulio007/marketflow; jimmyjulio007/nestjs-archi","3","https://github.com/jimmyjulio007"
"jobayer-hossen"," Jobayer Hossen ","User","11","51","jobayer-hossen/L2-Assignment-3; jobayer-hossen/master-overFlow; jobayer-hossen/soft_and_cookie_project","3","https://github.com/jobayer-hossen"
"josemle","Jose ","User","150","68","josemle/Monetize_Frontend; josemle/gpt_agent; josemle/nextjs-boilerplate","3","https://github.com/josemle"
"joshuaikechukwuodoh","Joshua(dev)smith ","User","26","113","joshuaikechukwuodoh/backendtodolist; joshuaikechukwuodoh/smart_contract_Rust; joshuaikechukwuodoh/tracking_Id","3","https://github.com/joshuaikechukwuodoh"
"Jumzeey","Jumzeey ","User","35","36","Jumzeey/agrinovation; Jumzeey/microinflux; Jumzeey/podcaster","3","https://github.com/Jumzeey"
"kashifali0969082","Kashif Ali ","User","4","25","kashifali0969082/Portfolio; kashifali0969082/Sonic-Scripts-SonicLevels; kashifali0969082/game-eth","3","https://github.com/kashifali0969082"
"ksoham2003","Soham_Kadam ","User","2","49","ksoham2003/AI_Mock_Interview; ksoham2003/Jay-Project; ksoham2003/Todo-crud","3","https://github.com/ksoham2003"
"lucaoskaique","Lucas Kaíque ","User","71","128","lucaoskaique/boilerplate; lucaoskaique/test-amplify; lucaoskaique/v2.blog.lucaskaique.com.br","3","https://github.com/lucaoskaique"
"maleesha-pramud","Maleesha Pramud ","User","10","27","maleesha-pramud/saloon_guide_backend; maleesha-pramud/second_house; maleesha-pramud/typing-dev","3","https://github.com/maleesha-pramud"
"mhdnazim"," ","User","3","40","mhdnazim/Explore_v1_client; mhdnazim/Explore_v1_server; mhdnazim/fcm-safari","3","https://github.com/mhdnazim"
"mtumae","mtumæ ","User","5","17","mtumae/InternetApplicationProgramming; mtumae/Oop-II; mtumae/pdfsearcher","3","https://github.com/mtumae"
"MUGISHA-Pascal","MUGISHA Pascal ","User","61","35","MUGISHA-Pascal/Fullstack-Springboot-Monorepo-Starter; MUGISHA-Pascal/Google-Map-Application; MUGISHA-Pascal/Task-Github","3","https://github.com/MUGISHA-Pascal"
"naksh1414"," ","User","8","55","naksh1414/AuthFlow; naksh1414/Googlle-Slides-Converter; naksh1414/Internship_Task","3","https://github.com/naksh1414"
"Ndevu12","Jean Paul Elisa NIYOKWIZERWA ","User","12","79","Ndevu12/HybridOpportunities-fe; Ndevu12/RichTextEditor; Ndevu12/ndevuspace-blog","3","https://github.com/Ndevu12"
"No-bodyq","Asher ","User","13","146","No-bodyq/QuadClue; No-bodyq/jess-portfolio; No-bodyq/skillcert-fe","3","https://github.com/No-bodyq"
"Nuel-09","Somtochukwu Umeh ","User","5","29","Nuel-09/Flowbrand-marketing-service; Nuel-09/OwnMerit_project; Nuel-09/Viviana-schools","3","https://github.com/Nuel-09"
"parag-radadiya","parag radadiya ","User","1","24","parag-radadiya/coinflip-tel-bot; parag-radadiya/telBot; parag-radadiya/vansh","3","https://github.com/parag-radadiya"
