"User/Org","Display Name","Account Type","Followers","Public Repos","Affected Repos","Repo Count","GitHub URL"
"DThiwanka","Dulaj Thiwanka ","User","47","55","DThiwanka/E-commerce","1","https://github.com/DThiwanka"
"duythong28","Dao Duy Thong ","User","2","8","duythong28/connect-career-be","1","https://github.com/duythong28"
"dynaris-sites"," ","Organization","0","4","dynaris-sites/saas-landing-page","1","https://github.com/dynaris-sites"
"Echo-Sols-Ltd","ECHOSOLS ","Organization","23","2","Echo-Sols-Ltd/IvuzeVuba-webApp","1","https://github.com/Echo-Sols-Ltd"
"Eclarkhalid","Eclar Khalid ","User","30","65","Eclarkhalid/tuuze-demo","1","https://github.com/Eclarkhalid"
"edbrix-school","Edbrix Inc ","User","4","17","edbrix-school/Redington-AWS-SMB-FE","1","https://github.com/edbrix-school"
"edtechug","EDTECH HUB UGANDA ","Organization","1","1","edtechug/KONEKTA","1","https://github.com/edtechug"
"edu4teen","edu4teen ","Organization","3","2","edu4teen/education4teen","1","https://github.com/edu4teen"
"Eduardo9222"," ","User","0","3","Eduardo9222/prospect-post","1","https://github.com/Eduardo9222"
"ehsan18t","Ehsan Khan ","User","36","106","ehsan18t/resume-ai","1","https://github.com/ehsan18t"
"Eisha313","Eisha Kamran ","User","1","27","Eisha313/Skynova-frontend","1","https://github.com/Eisha313"
"elevate-iiitn","ELEVATE IIITN ","Organization","5","7","elevate-iiitn/hellofounder","1","https://github.com/elevate-iiitn"
"elfred97","Elfred Tapar ","User","5","19","elfred97/Form-Builder","1","https://github.com/elfred97"
"emanuelscott"," ","User","0","2","emanuelscott/fites","1","https://github.com/emanuelscott"
"emomo81","Emmanuel Momo ","User","4","62","emomo81/Job-Vacancy","1","https://github.com/emomo81"
"emreicandan","Emre Candan ","User","5","1","emreicandan/dent-assist","1","https://github.com/emreicandan"
"enamul90","Md Enamul Hossen ","User","3","33","enamul90/Our-Denmark","1","https://github.com/enamul90"
"epshita-shima","Mst. Shima Khatun ","User","1","80","epshita-shima/pc-builder-site","1","https://github.com/epshita-shima"
"ericniyon","Eric Niyonkuru ","User","23","96","ericniyon/gemurai","1","https://github.com/ericniyon"
"eslamalbaik","Eslam AlBaik ","User","46","90","eslamalbaik/shor-consultion-api","1","https://github.com/eslamalbaik"
"EspiSebas","Sebastian Espinosa Soto ","User","1","23","EspiSebas/TaskManager","1","https://github.com/EspiSebas"
"estifanos-neway","Estifanos Neway ","User","8","32","estifanos-neway/clc-api","1","https://github.com/estifanos-neway"
"Eternity0207","MANI ","User","2","25","Eternity0207/TAC-Web","1","https://github.com/Eternity0207"
"ETHarvest"," ","Organization","0","1","ETHarvest/HyperHarvest","1","https://github.com/ETHarvest"
"Exquisify","Exquisify  ","Organization","1","3","Exquisify/Hello-world-api","1","https://github.com/Exquisify"
"Eyrie-Nigeria"," ","Organization","3","4","Eyrie-Nigeria/EyrieCare-WebApp-FE","1","https://github.com/Eyrie-Nigeria"
"faaizmahmood","Faaiz Mahmood ","User","18","25","faaizmahmood/eduwise-backend","1","https://github.com/faaizmahmood"
"faheem-ul","Faheem Ul Hassan Aziz ","User","1","42","faheem-ul/Market-Leap","1","https://github.com/faheem-ul"
"Faisal-Khan-dev","Faisal khan ","User","5","22","Faisal-Khan-dev/Clinic-Management-System-Frontend","1","https://github.com/Faisal-Khan-dev"
"faizan17579","Faizan Rasheed ","User","1","20","faizan17579/task","1","https://github.com/faizan17579"
"FaizanFazal12","FaizanFazal ","User","0","40","FaizanFazal12/chatapp-frontend","1","https://github.com/FaizanFazal12"
"faizansafwan","Faizan Safwan ","User","0","35","faizansafwan/hotel-website","1","https://github.com/faizansafwan"
"farazz23","Faraz  ","User","2","61","farazz23/AI-Generated-PDF-Summary","1","https://github.com/farazz23"
"farhan-khan259","Muhammad Farhan ","User","4","39","farhan-khan259/metadrivebackend","1","https://github.com/farhan-khan259"
"faturh","Fatur ","User","2","17","faturh/test-Fikri_Faturrahman_Habib","1","https://github.com/faturh"
"fazlyalahi01","Fazly Alahi ","User","1","17","fazlyalahi01/tax-website","1","https://github.com/fazlyalahi01"
"FergusonLyn","Ferguson Tetteh ","User","1","24","FergusonLyn/therapy1","1","https://github.com/FergusonLyn"
"fiestatools"," ","Organization","9","16","fiestatools/tacotruck-action","1","https://github.com/fiestatools"
"FieteLab"," ","Organization","95","24","FieteLab/fietelab.github.io","1","https://github.com/FieteLab"
"FinWise-Labs","FinWise Labs ","Organization","2","1","FinWise-Labs/FinWise","1","https://github.com/FinWise-Labs"
"flackeryy","Andrii Halushka ","User","0","30","flackeryy/mwc","1","https://github.com/flackeryy"
"Flitzinteractive","Flitz Interactive ","User","1","5","Flitzinteractive/PropertyPulse","1","https://github.com/Flitzinteractive"
"FlutterBytes-IO","FlutterBytes IO ","Organization","8","13","FlutterBytes-IO/conference-2024","1","https://github.com/FlutterBytes-IO"
"Focus158"," ","User","0","1","Focus158/school-landing","1","https://github.com/Focus158"
"foundershubnetwork","OnlyFounders ","Organization","10","5","foundershubnetwork/onlyFounders-Educhain-Hackathon","1","https://github.com/foundershubnetwork"
"FrankOcrospomaUgaz"," ","User","0","9","FrankOcrospomaUgaz/COLEGIADOS","1","https://github.com/FrankOcrospomaUgaz"
"freelancework00700","Freelancerwork ","User","1","25","freelancework00700/TShirt_Perfect_Apparel","1","https://github.com/freelancework00700"
"Fruity3010","Campbell David Comfort ","User","2","21","Fruity3010/Business-intelligence","1","https://github.com/Fruity3010"
"fsdteam8"," ","User","7","105","fsdteam8/jessica_admin_dashboard","1","https://github.com/fsdteam8"
"futureroads"," ","User","0","1","futureroads/Cardiac-Solutions-Login","1","https://github.com/futureroads"
"g-zenr","Renz Rosada ","User","5","24","g-zenr/MSA-EXPORT-IMPORT","1","https://github.com/g-zenr"
"gabrieljoel","Gabe Perez ","User","3","5","gabrieljoel/devshop","1","https://github.com/gabrieljoel"
"ganesh-swami","Ganesh Swami ","User","9","30","ganesh-swami/openai-realtime","1","https://github.com/ganesh-swami"
"GDG-W","GDG [W] ","Organization","1","14","GDG-W/Amethyst","1","https://github.com/GDG-W"
"GDSC-COMSATS-Sahiwal"," ","Organization","3","1","GDSC-COMSATS-Sahiwal/tegathon","1","https://github.com/GDSC-COMSATS-Sahiwal"
"Geethapranay1"," ","User","2","62","Geethapranay1/ofdotfun","1","https://github.com/Geethapranay1"
"geoapify","Geoapify ","User","35","31","geoapify/angular-geocoder-autocomplete","1","https://github.com/geoapify"
"gfor-gour","Gour Gupal Talukder Shawon  ","User","13","34","gfor-gour/Projectile-Simulation","1","https://github.com/gfor-gour"
"gilbert-keter","Gilbert Keter ","User","5","54","gilbert-keter/smart-campus","1","https://github.com/gilbert-keter"
"gitchinmoydas","Chinmoy Chetan Das ","User","1","19","gitchinmoydas/Online-Job-Portal","1","https://github.com/gitchinmoydas"
"GitHub-Campus-Experts-Unilag","GitHub Campus Experts Unilag ","Organization","18","7","GitHub-Campus-Experts-Unilag/DevzenFrontend","1","https://github.com/GitHub-Campus-Experts-Unilag"
"glassend91"," ","User","1","2","glassend91/blynk","1","https://github.com/glassend91"
"goelharsh","Harsh Goel ","User","1","107","goelharsh/ninja-api","1","https://github.com/goelharsh"
"Goldeno10","Muhammad Ibrahim Baba ","User","6","90","Goldeno10/X-Repo","1","https://github.com/Goldeno10"
"GopiSVDev","Gopi ","User","4","57","GopiSVDev/shop.co","1","https://github.com/GopiSVDev"
"gouravnainop","Gourav Nain ","User","0","11","gouravnainop/hrbustime","1","https://github.com/gouravnainop"
"gradaom"," ","User","90","77","gradaom/client-portal","1","https://github.com/gradaom"
"greenphoenixengineering"," ","Organization","0","3","greenphoenixengineering/dispo-depot-ts","1","https://github.com/greenphoenixengineering"
"Guischk","Guiz ","User","3","8","Guischk/Airboost-next","1","https://github.com/Guischk"
"gunvantpanchal","Gunvant Panchal ","User","17","9","gunvantpanchal/realEstate","1","https://github.com/gunvantpanchal"
"gustcas"," ","User","0","21","gustcas/content-ops-starter","1","https://github.com/gustcas"
"Hack-This-Fall"," ","User","0","8","Hack-This-Fall/Hack-This-Fall-2025","1","https://github.com/Hack-This-Fall"
"hacksultan","Hack ","User","33","6","hacksultan/opentemplates","1","https://github.com/hacksultan"
"HAFEEZAH029","Hafeezah Kadiri ","User","0","17","HAFEEZAH029/audiommerce","1","https://github.com/HAFEEZAH029"
"haiderkhalil0000","Ali Haider Rana ","User","5","10","haiderkhalil0000/print-web-ai-api","1","https://github.com/haiderkhalil0000"
"haiderniaz","Haider ","User","3","7","haiderniaz/Aerial-Disaster-Classification-System-ADCS-","1","https://github.com/haiderniaz"
"haloivanid","Ivan Azis ","User","18","13","haloivanid/monorepo","1","https://github.com/haloivanid"
"Hamid-javed","Hamid ","User","3","43","Hamid-javed/tor","1","https://github.com/Hamid-javed"
"hammad-umar","Hammad Umar ","User","15","24","hammad-umar/meals-ui","1","https://github.com/hammad-umar"
"hammad872","Hammad Siddiq ","User","1","13","hammad872/review","1","https://github.com/hammad872"
"hammadqurashi","M. Hammad Qurashi  ","User","15","11","hammadqurashi/shop-easy","1","https://github.com/hammadqurashi"
"hamza-mahboob","Hamza Mahboob ","User","2","38","hamza-mahboob/ecom-pinnacle","1","https://github.com/hamza-mahboob"
"HamzaImtiaz03","Hamza Imtiaz ","User","0","27","HamzaImtiaz03/Fraud_Detection_System","1","https://github.com/HamzaImtiaz03"
"haram-333"," ","User","1","25","haram-333/buolot-man","1","https://github.com/haram-333"
"HardikPARMAR111"," ","User","0","16","HardikPARMAR111/WonderWorld","1","https://github.com/HardikPARMAR111"
"harisshakeel"," ","User","1","5","harisshakeel/comuni","1","https://github.com/harisshakeel"
"harminderkaur9808"," ","User","0","6","harminderkaur9808/living-outdoor","1","https://github.com/harminderkaur9808"
"HarryMochi"," ","User","3","18","HarryMochi/corocat","1","https://github.com/HarryMochi"
"harshit-saini","Harshit Saini ","User","3","62","harshit-saini/devtools","1","https://github.com/harshit-saini"
"Harshit457","Harshit Saini ","User","61","45","Harshit457/PowerPoint-Editor-Web-Application","1","https://github.com/Harshit457"
"Harshsingh47"," ","User","0","21","Harshsingh47/TSB-Presentation","1","https://github.com/Harshsingh47"
"harshu-panchal","Harshvardhan Panchal ","User","0","55","harshu-panchal/Appzeto-SingleVendor-E-commerce","1","https://github.com/harshu-panchal"
"Hasnatrasool163","Muhammad Hasnat Rasool ","User","181","81","Hasnatrasool163/HabitHubDevOps","1","https://github.com/Hasnatrasool163"
"hassaanalii","Muhammad Hassaan Ali ","User","15","1","hassaanalii/frontend-task","1","https://github.com/hassaanalii"
"Hassanahmed52","Hassan Ahmed ","User","6","12","Hassanahmed52/LLM-powered-code-issue-resolver","1","https://github.com/Hassanahmed52"
"HassanHabibTahir","Hassan Habib Tahir ","User","17","129","HassanHabibTahir/subscriptions","1","https://github.com/HassanHabibTahir"
"hassansabbir","Mahmud Hasan Sabbir ","User","4","77","hassansabbir/hassansabbir","1","https://github.com/hassansabbir"
"HassantahirDev","Hassan Tahir ","User","1","1","HassantahirDev/optimalemd-be","1","https://github.com/HassantahirDev"
"hb-2003","bhanderi hardik ","User","0","12","hb-2003/di-aaru","1","https://github.com/hb-2003"
"healthBridge01"," ","Organization","3","1","healthBridge01/healthBridge-web","1","https://github.com/healthBridge01"
"heider-mostafa","Mostafa Heider ","User","0","22","heider-mostafa/ecommm","1","https://github.com/heider-mostafa"
"heuremi","Constanza Vázquez ","User","6","8","heuremi/backend-Inventario","1","https://github.com/heuremi"
"HezekiahsDev","Hezekiahs ","User","17","79","HezekiahsDev/kheowzoo-fullstack","1","https://github.com/HezekiahsDev"
"himanshu8655"," ","User","2","33","himanshu8655/ios-feed-app","1","https://github.com/himanshu8655"
"hiraekram10","Hira Ekram ","User","112","70","hiraekram10/project_mern","1","https://github.com/hiraekram10"
"HirenTariwala","Hiren Tariwala ","User","0","56","HirenTariwala/movie-hub","1","https://github.com/HirenTariwala"
"hmsaeedsiddiqui","Saeed Siddiqui ","User","0","11","hmsaeedsiddiqui/wiwihood","1","https://github.com/hmsaeedsiddiqui"
"hssn08","Hassan Abbas ","User","2","25","hssn08/vici2","1","https://github.com/hssn08"
"HusnainArif123","Sheikh Husnain ","User","0","3","HusnainArif123/chatapp","1","https://github.com/HusnainArif123"
"hustlerramd"," ","User","0","1","hustlerramd/wbc-update","1","https://github.com/hustlerramd"
"Huzaifagit1","Huzaifa ","User","0","30","Huzaifagit1/wunder-power","1","https://github.com/Huzaifagit1"
"Hyatus-Living","Hyatus Living ","Organization","4","6","Hyatus-Living/custom-plugins","1","https://github.com/Hyatus-Living"
"HyderYash","Yash Sharma ","User","9","46","HyderYash/find-my-faculty","1","https://github.com/HyderYash"
"i-usman-56","Muhammad Usman ","User","2","1","i-usman-56/TaskManagemantFronEND","1","https://github.com/i-usman-56"
"iamafzalsafdar"," ","User","0","13","iamafzalsafdar/RulesManagement","1","https://github.com/iamafzalsafdar"
"iamnasirudeen","Nasirudeen Olohundare ","User","50","119","iamnasirudeen/E-wallet","1","https://github.com/iamnasirudeen"
"iBlastM","Miguel Muñoz Guevara ","User","0","16","iBlastM/DashboardElectoral","1","https://github.com/iBlastM"
"ibrahimraimi","Morningstar ","User","506","88","ibrahimraimi/tobika","1","https://github.com/ibrahimraimi"
"icap2025"," ","User","0","1","icap2025/ICAP2025","1","https://github.com/icap2025"
"ichi404gh","Denis F. ","User","5","18","ichi404gh/personal_page","1","https://github.com/ichi404gh"
"ifshad","Ifshad Hasan Sharan ","User","10","31","ifshad/shadcn-practise","1","https://github.com/ifshad"
"iftekhar2979","Iftekhar Salmin Rashid ","User","3","62","iftekhar2979/Knitting_Client","1","https://github.com/iftekhar2979"
"IFUMSA"," ","User","0","1","IFUMSA/Mobile-App","1","https://github.com/IFUMSA"
"ihateexplainingshii"," ","User","0","6","ihateexplainingshii/telemedecine-fn","1","https://github.com/ihateexplainingshii"
"ILhankhondaker","Ilhan Khondaker  ","User","26","116","ILhankhondaker/todo","1","https://github.com/ILhankhondaker"
"imrancs058","Imran Afzal ","User","11","42","imrancs058/todofrontend","1","https://github.com/imrancs058"
"indikbal","Ikbal Hossain ","User","0","19","indikbal/fleetoNew","1","https://github.com/indikbal"
"innoversol-project"," ","Organization","1","2","innoversol-project/challenge-git","1","https://github.com/innoversol-project"
"InsurTech-Groups","Insurtech Groups ","Organization","1","12","InsurTech-Groups/BranchD2C-Form-English","1","https://github.com/InsurTech-Groups"
"Irsa-Ilyas","Irsa Ilyas ","User","5","37","Irsa-Ilyas/ui-uxhackathone","1","https://github.com/Irsa-Ilyas"
"Isa1asN","Esayas N. Beshah ","User","52","42","Isa1asN/local-rag","1","https://github.com/Isa1asN"
"Isaac-1-lang","NIYOBYOSE Isaac Precieux ","User","120","153","Isaac-1-lang/GreenIQ","1","https://github.com/Isaac-1-lang"
"ishimwejeanluc","Ishimwe Jean Luc ","User","14","55","ishimwejeanluc/EventStreamingSystem","1","https://github.com/ishimwejeanluc"
"iskifogl","Abdullah İskifoğlu ","User","3","4","iskifogl/mcp-server-google-workspace","1","https://github.com/iskifogl"
"IslamSolimanInnowise"," ","User","0","9","IslamSolimanInnowise/next-crud","1","https://github.com/IslamSolimanInnowise"
"ismailbentabett"," Ismail Bentabet ","User","86","47","ismailbentabett/aqua-flow-hydration-marketing-focused-app","1","https://github.com/ismailbentabett"
"Iteam-company","Iteam ","Organization","3","10","Iteam-company/restaurant-rn-app","1","https://github.com/Iteam-company"
"iteng007","www ","User","11","26","iteng007/shadcn-starter-devcontainer","1","https://github.com/iteng007"
"itfactori","ITFactori ","Organization","2","6","itfactori/itfactori-website","1","https://github.com/itfactori"
"itxtalal","Muhammad Talal Jamil ","User","58","32","itxtalal/medgpt","1","https://github.com/itxtalal"
"iyiolaosuagwu","Iyiola Osuagwu ","User","29","39","iyiolaosuagwu/product-variant-manager","1","https://github.com/iyiolaosuagwu"
"iyoolaoyabiyi","Iyola Oyabiyi O. ","User","34","46","iyoolaoyabiyi/onboarding-widget-manager","1","https://github.com/iyoolaoyabiyi"
"iyosayi","King Etiosasere ","User","18","57","iyosayi/disxt","1","https://github.com/iyosayi"
"jabcup","José Hernán Ferrari Urquidi ","User","0","9","jabcup/colegio_mayonesa","1","https://github.com/jabcup"
"Jaber-Riyan","Jaber Ahmed Riyan ","User","6","77","Jaber-Riyan/HealthQServer","1","https://github.com/Jaber-Riyan"
"jadonamite","Jadonamite ","User","21","179","jadonamite/Aboki-Business","1","https://github.com/jadonamite"
"JagadeshwaranK","Jagadeshwaran ","User","2","7","JagadeshwaranK/E-Commerce","1","https://github.com/JagadeshwaranK"
"Jahan-Shah","Shah Jahan ","User","14","45","Jahan-Shah/draw-doodle","1","https://github.com/Jahan-Shah"
"jahid123978","Jahid Hasan ","User","1","70","jahid123978/Bg-remover_Fast_API","1","https://github.com/jahid123978"
"jahidhiron","Jahid Hiron ","User","17","35","jahidhiron/portfolio","1","https://github.com/jahidhiron"
"jaksoftwares","JAK Softwares ","User","0","127","jaksoftwares/smarttrafficAI","1","https://github.com/jaksoftwares"
"JasonWachira","Jason ","User","1","16","JasonWachira/TenX","1","https://github.com/JasonWachira"
"JayeshGoswami26","jayesh puri goswami ","User","7","40","JayeshGoswami26/Rawat-Organics","1","https://github.com/JayeshGoswami26"
"jayveeolla","Jayvee Olla ","User","1","7","jayveeolla/jayveeolla.github.io","1","https://github.com/jayveeolla"
"jbaze","Blagojche Josifoski ","User","0","25","jbaze/hana","1","https://github.com/jbaze"
"JeremiAlex04","Jeremi A. Olivares Chavez ","User","2","22","JeremiAlex04/CompuSearch-App-Web","1","https://github.com/JeremiAlex04"
"JGKhushi","KHUSHI NEMA ","User","7","42","JGKhushi/user-dashboard-","1","https://github.com/JGKhushi"
"jishad10","Jahidul Islam Shikdar ","User","7","53","jishad10/poddagolf_all_code","1","https://github.com/jishad10"
"jmhelmy"," ","User","0","10","jmhelmy/therapistdb","1","https://github.com/jmhelmy"
"jmoseka","Mila ","User","1137","81","jmoseka/blog-app","1","https://github.com/jmoseka"
"Joleru"," ","User","9","16","Joleru/agenteinfomativo","1","https://github.com/Joleru"
"Jtobyy","Joseph Tobi ","User","31","66","Jtobyy/qa-forum","1","https://github.com/Jtobyy"
"juantraverso17"," ","User","1","8","juantraverso17/accusys-ast","1","https://github.com/juantraverso17"
"justbytecode","JUSTBYTECODE ","User","3","28","justbytecode/RecurX-demo","1","https://github.com/justbytecode"
"K-Atina","Atina ","User","3","22","K-Atina/Group-Project--IAP","1","https://github.com/K-Atina"
"kalidai53","Kalif mume gilu ","User","0","17","kalidai53/ShopNova-AI","1","https://github.com/kalidai53"
"kamiaslam","kamran ","User","0","19","kamiaslam/multivision_ai","1","https://github.com/kamiaslam"
"kaniyamaratha0264"," ","User","0","12","kaniyamaratha0264/shadcdn-svelte-casino","1","https://github.com/kaniyamaratha0264"
"KaramatiSyntax","✧ 𝕄𝕒𝕟𝕒𝕤 ","User","1","5","KaramatiSyntax/App","1","https://github.com/KaramatiSyntax"
"Karim-Abdelkareem","Karim Abdelkareem ","User","7","55","Karim-Abdelkareem/Funroad-ecommerce","1","https://github.com/Karim-Abdelkareem"
"kaushalicodelabs","Kaushal ","User","0","3","kaushalicodelabs/sbonssy-vercel","1","https://github.com/kaushalicodelabs"
"kcyusa"," ","User","1","35","kcyusa/TaskManagementApp","1","https://github.com/kcyusa"
"KhaledBaltaji"," ","User","0","5","KhaledBaltaji/3pay-sdk","1","https://github.com/KhaledBaltaji"
"khalidkhnz","Khalid Khan ","User","2","40","khalidkhnz/avis-media-news","1","https://github.com/khalidkhnz"
"khan8799","Mohammad Farman ","User","2","21","khan8799/next-claude-app","1","https://github.com/khan8799"
"khoabt94","BUI TIEN KHOA ","User","1","11","khoabt94/team-sync","1","https://github.com/khoabt94"
"khokharkeyur","Khokhar Keyur ","User","0","17","khokharkeyur/event_management","1","https://github.com/khokharkeyur"
"khorshedsadhin","Khorshed Sadhin ","User","5","23","khorshedsadhin/tree-plantation-server","1","https://github.com/khorshedsadhin"
"khsinat","sober sun ","User","0","18","khsinat/healthcare_app","1","https://github.com/khsinat"
"khubaib11","khubaib khan ","User","14","20","khubaib11/Python_FastAPI_Learning","1","https://github.com/khubaib11"
"khushaliramani22-png"," ","User","0","1","khushaliramani22-png/kaira","1","https://github.com/khushaliramani22-png"
"killmlana","Ayanabh Saikia ","User","13","25","killmlana/neobrutalist-blog","1","https://github.com/killmlana"
"kingjethro999","King Jethro ","User","14","94","kingjethro999/BEST","1","https://github.com/kingjethro999"
"knight-dev"," ","User","1","16","knight-dev/connect-sdk-js","1","https://github.com/knight-dev"
"Kodevio-Limited","Kodevio Limited ","Organization","9","4","Kodevio-Limited/AI-Headshot-Kodevio","1","https://github.com/Kodevio-Limited"
"Krish-na-Ai"," ","User","0","10","Krish-na-Ai/Front-self","1","https://github.com/Krish-na-Ai"
"ksjazmati","Karam Jazmati ","User","0","3","ksjazmati/speedy","1","https://github.com/ksjazmati"
"KunjSavaliya"," ","User","0","11","KunjSavaliya/Woxxin-new-website","1","https://github.com/KunjSavaliya"
"Kvit-Dm"," ","User","4","26","Kvit-Dm/Exonn-task","1","https://github.com/Kvit-Dm"
"labidrahat","Labid Rahat ","User","0","2","labidrahat/frontend-v1","1","https://github.com/labidrahat"
"lasith2003","Lasith Undulanga ","User","0","7","lasith2003/durdans-lims-frontend","1","https://github.com/lasith2003"
"LiteObject","Lite Object/s ","User","30","320","LiteObject/ai-chatbot-v2","1","https://github.com/LiteObject"
"lmiguelvargasf","M ","User","25","16","lmiguelvargasf/cursor_workshop","1","https://github.com/lmiguelvargasf"
"lnbglondoncoin","Lnbg London Coin ","User","1","5","lnbglondoncoin/lnbg-dapp","1","https://github.com/lnbglondoncoin"
"Louay24","Louay zouaoui ","User","16","10","Louay24/cv-analyzer-matchy","1","https://github.com/Louay24"
"luckyS330","Lucky330 ","User","0","26","luckyS330/turbo_assessment","1","https://github.com/luckyS330"
"luxodd"," ","Organization","4","4","luxodd/global-ci","1","https://github.com/luxodd"
"M0hitMehra","Mohit Mehra ","User","3","55","M0hitMehra/comet-ui","1","https://github.com/M0hitMehra"
"Maaz2404","Maaz Ahmad ","User","0","20","Maaz2404/Debug_Battle_DevDay26","1","https://github.com/Maaz2404"
"maharshi456"," ","User","0","6","maharshi456/fire-in-the-hole","1","https://github.com/maharshi456"
"MAHIR-DEVES","Md Meherab Hossen ","User","6","97","MAHIR-DEVES/Helth-care-Backend","1","https://github.com/MAHIR-DEVES"
"MahorixTechnologies"," ","User","0","2","MahorixTechnologies/Mahorix-web","1","https://github.com/MahorixTechnologies"
"mallah-elmehdi","MALLAH El MEHDI ","User","32","43","mallah-elmehdi/sales-mind-ai-test","1","https://github.com/mallah-elmehdi"
"mamee13","Mamaru Yirga Sishagn ","User","3","43","mamee13/brownfield-codebase-cartographer","1","https://github.com/mamee13"
"MamtazDev","Mamtaz ","User","8","201","MamtazDev/poznanski-backend","1","https://github.com/MamtazDev"
"manaknight","manaknightdigital ","User","3","26","manaknight/backend_mock_fast","1","https://github.com/manaknight"
"mani901","Muhammad Rehman ","User","1","11","mani901/Mern-JobPortal","1","https://github.com/mani901"
"ManojTarad65","MANOJ ! ","User","11","56","ManojTarad65/BTU-setup","1","https://github.com/ManojTarad65"
"manzarrao","Manzar Ahsan ","User","0","2","manzarrao/TuitionalLMSBackend","1","https://github.com/manzarrao"
"marco-zambrano","Marco Zambrano  ","User","27","35","marco-zambrano/Cinema","1","https://github.com/marco-zambrano"
"marcoleder","marcoleder ","User","48","9","marcoleder/sopra-fs25-template-client","1","https://github.com/marcoleder"
"mariah32p"," ","User","0","7","mariah32p/freedomlab-onpathflow","1","https://github.com/mariah32p"
"marinirin909-lang","Muhammad Taufid Khalid ","User","0","19","marinirin909-lang/saasable","1","https://github.com/marinirin909-lang"
"mariumnoorkhetran","Marium Noor Khetran ","User","1","3","mariumnoorkhetran/tendril","1","https://github.com/mariumnoorkhetran"
"markbfreelance","Mark Balajadia ","User","7","17","markbfreelance/atlantaconstructionenterprises","1","https://github.com/markbfreelance"
"marouanMesri","Mesri Marouan ","User","0","25","marouanMesri/aladin-app","1","https://github.com/marouanMesri"
"martincardarilli","Martin Cardarilli ","User","2","6","martincardarilli/EXAMEN","1","https://github.com/martincardarilli"
"maruf-pfc","Md. Maruf Sarker ","User","61","161","maruf-pfc/build-to-learn","1","https://github.com/maruf-pfc"
"masterking008","Dinesh ","User","3","47","masterking008/Apna-Dabba-D02-DE346","1","https://github.com/masterking008"
"mauriciovillalobos05","Mauricio Gael Villalobos Aguayo ","User","10","36","mauriciovillalobos05/ski","1","https://github.com/mauriciovillalobos05"
"maxifjaved","Muhammad Asif Javed ","User","26","95","maxifjaved/maxifjaved","1","https://github.com/maxifjaved"
"Maxima24"," ","User","4","61","Maxima24/synthSentry","1","https://github.com/Maxima24"
"mayur-keswani","Mayur Keswani ","User","7","34","mayur-keswani/supabase-sdk-playground","1","https://github.com/mayur-keswani"
"MayurChadokar"," ","User","0","37","MayurChadokar/Clouse","1","https://github.com/MayurChadokar"
"md-fahad-ali","Fahad Ali ","User","5","47","md-fahad-ali/idp-project","1","https://github.com/md-fahad-ali"
"MD-Ishan-Rana-MIR","MD : Ishan Rana (IR) ","User","2","265","MD-Ishan-Rana-MIR/Biddayon-Frontend","1","https://github.com/MD-Ishan-Rana-MIR"
"mdabdulkyum1","Md Abdul Kyum  ","User","44","101","mdabdulkyum1/xynexa","1","https://github.com/mdabdulkyum1"
"mdabutalebdev","Md Abu Taleb Khan ","User","3","67","mdabutalebdev/ejobsit-frontend","1","https://github.com/mdabutalebdev"
"MdJowelAhmed","Md Jowel Ahmed ","User","5","113","MdJowelAhmed/redux-toolkit-query-practice","1","https://github.com/MdJowelAhmed"
"mdrakibali","Md Rakib Ali ","User","30","101","mdrakibali/doctor-appointment","1","https://github.com/mdrakibali"
"mdsinikdho12","Md Ferdous Mahmud Sinikdho ","User","19","62","mdsinikdho12/Desh_IT","1","https://github.com/mdsinikdho12"
"MeetOza28","Meet Oza ","User","9","15","MeetOza28/chatapp","1","https://github.com/MeetOza28"
"Mehul90"," ","User","0","2","Mehul90/appointment-booking-frontend","1","https://github.com/Mehul90"
"MeliodasX"," ","User","10","6","MeliodasX/fabric-video-editor","1","https://github.com/MeliodasX"
"metaupspace"," ","User","2","9","metaupspace/metaupspace-website","1","https://github.com/metaupspace"
"mewanDimalsha","Mewan Dimalsha  ","User","3","84","mewanDimalsha/telemetry-ingestor","1","https://github.com/mewanDimalsha"
"MGHefny"," ","User","6","23","MGHefny/eduplatform","1","https://github.com/MGHefny"
"mghulamqadir","GHULAM QADIR ","User","5","25","mghulamqadir/market-guardian-ai-backend","1","https://github.com/mghulamqadir"
"Mh-Abdullah","Muhammad Abdullah ","User","2","1","Mh-Abdullah/career-linker","1","https://github.com/Mh-Abdullah"
"mhtamim29","Makibul Hossain Tamim ","User","1","13","mhtamim29/portfolio","1","https://github.com/mhtamim29"
"michaelort33","Michael Ort ","User","11","32","michaelort33/hyatus-feedback-rewards","1","https://github.com/michaelort33"
"mihretue","Mihretu Endeshaw ","User","2","53","mihretue/portfolio","1","https://github.com/mihretue"
"milonahmedshuvo","Milon Ahmed Shuvo ","User","1","79","milonahmedshuvo/travel-agency-frontend","1","https://github.com/milonahmedshuvo"
"mindenit","Mindenit ","Organization","7","8","mindenit/mindenit","1","https://github.com/mindenit"
"mishajib","M.I SHAJIB ","User","30","143","mishajib/cartify","1","https://github.com/mishajib"
"mistery220","Kanotsu ","User","225","46","mistery220/omnibox","1","https://github.com/mistery220"
"mizan-rh","Mizanur Rahman ","User","6","51","mizan-rh/my-app","1","https://github.com/mizan-rh"
"MizeroR","Reine Mizero  ","User","7","59","MizeroR/bookstore-nest","1","https://github.com/MizeroR"
